897
2490.68 -1007.63 23.5391 0
2490.82 -1054.04 23.519 0
2490.8 -1175.56 23.511 0
2490.81 -1297.28 23.511 0
2490.79 -1343.02 23.511 0
2490.82 -1357.62 23.5113 0
2490.82 -1372.95 23.5113 0
2490.77 -1447.89 23.5113 0
2490.77 -1507.98 23.5113 0
2490.72 -1511.18 23.5113 0
2490.72 -1521.38 23.3348 0
2490.72 -1540.02 23.0003 0
2490.75 -1551.01 22.8005 0
2490.78 -1574.48 22.2344 0
2490.71 -1598.63 21.7388 0
2490.76 -1665.54 21.4 0
2490.77 -1680.55 21.4 0
2490.77 -1784.55 21.4 0
2490.77 -1861.55 21.4 1
2490.77 -1942.55 21.4 0
2490.77 -2089.55 21.4 0
2490.77 -2135.55 21.4447 0
2490.77 -2138.3 21.3447 0
2490.77 -2170.3 21.3688 0
2490.8 -2183.7 20.894 0
2490.8 -2197.44 19.9325 0
2490.75 -2211.09 18.7402 0
2490.78 -2224.73 17.4394 0
2490.74 -2238.48 16.0029 0
2490.73 -2252.15 14.3227 0
2490.73 -2265.6 12.8483 0
2490.73 -2279.4 11.9434 0
2490.75 -2293.42 11.2629 0
2490.77 -2306.76 10.6973 0
2490.85 -2320.1 10.2518 0
2490.81 -2450.02 10.2563 0
2490.81 -2469.92 10.2578 0
2490.78 -2473.93 10.2578 0
2490.7 -2477.91 10.2578 0
2490.41 -2481.91 10.2578 0
2489.96 -2485.72 10.2578 0
2489.33 -2489.59 10.2578 0
2488.48 -2493.5 10.2578 0
2487.42 -2497.26 10.2578 0
2486.21 -2501.16 10.2578 0
2484.91 -2504.72 10.2578 0
2483.38 -2508.39 10.2578 0
2481.62 -2511.94 10.2578 0
2479.75 -2515.35 10.2578 0
2468.6 -2534.7 10.2578 0
2457.86 -2553.22 10.2578 0
2445.88 -2574.17 10.2578 0
2433.72 -2595.02 10.2578 0
2431.66 -2598.5 10.2578 0
2429.49 -2601.79 10.2578 0
2427.13 -2604.9 10.2578 0
2424.63 -2607.96 10.2578 0
2422.01 -2610.96 10.2578 0
2419.2 -2613.76 10.2578 0
2416.4 -2616.38 10.2578 0
2413.33 -2618.93 10.2578 0
2410.15 -2621.36 10.2578 0
2406.89 -2623.61 10.2578 0
2403.56 -2625.66 10.2578 0
2400.15 -2627.7 10.2578 0
2396.66 -2629.58 10.2578 0
2393.11 -2631.38 10.2578 0
2389.49 -2632.81 10.2578 0
2385.78 -2634.18 10.2578 0
2382.03 -2635.4 10.2578 0
2378.16 -2636.43 10.2578 0
2374.35 -2637.22 10.2578 0
2370.49 -2637.83 10.2578 0
2366.52 -2638.34 10.2578 0
2362.6 -2638.57 10.2578 0
2358.66 -2638.68 10.2578 0
2354.73 -2638.7 10.2578 0
2334.66 -2638.65 10.2578 0
2305.24 -2638.63 10.2578 0
2231.88 -2638.76 10.258 0
2199.95 -2638.72 10.258 0
2183.12 -2638.73 10.258 0
2177.19 -2638.58 10.258 0
2172.95 -2638.47 10.258 0
2168.0 -2638.27 10.258 0
2132.7 -2637.03 10.258 0
2032.57 -2633.67 10.258 0
2026.27 -2633.42 10.258 0
2019.45 -2633.42 10.258 0
1941.36 -2633.49 10.258 0
1884.01 -2633.48 10.258 0
1879.45 -2633.49 10.2939 0
1875.02 -2633.23 10.2939 0
1870.82 -2632.9 10.2939 0
1867.01 -2632.58 10.2939 0
1862.81 -2632.06 10.2939 0
1856.09 -2630.97 10.2939 0
1849.89 -2629.74 10.2939 0
1843.46 -2628.09 10.2939 0
1836.39 -2626.06 10.2939 0
1695.16 -2582.96 10.2939 0
1691.28 -2581.8 10.2939 0
1686.98 -2580.7 10.383 0
1683.15 -2579.83 10.4897 0
1679.81 -2579.06 10.7031 0
1676.57 -2578.53 10.935 0
1672.91 -2577.9 11.1306 0
1668.32 -2577.29 11.2921 0
1664.03 -2576.84 11.4699 0
1660.02 -2576.45 11.6315 0
1654.85 -2576.22 11.8449 0
1650.14 -2576.16 12.0224 0
1644.33 -2576.16 12.2713 0
1600.0 -2576.16 14.0877 0
1500.0 -2576.18 18.472 0
1400.0 -2576.18 23.0544 0
1300.0 -2576.16 27.6146 0
1288.22 -2576.13 28.1406 0
1285.04 -2576.17 28.2999 0
1282.14 -2576.17 28.3715 0
1278.76 -2576.14 28.4288 0
1275.27 -2576.14 28.4431 0
1260.61 -2576.15 28.4564 0
1107.64 -2576.2 28.4663 0
940.038 -2576.17 28.4663 0
848.607 -2576.16 28.4663 0
750.121 -2576.14 28.4663 0
717.051 -2576.13 28.4663 0
658.252 -2576.1 28.4084 0
636.701 -2576.02 28.4388 0
625.863 -2576.12 28.4474 0
615.046 -2576.12 28.4474 0
604.27 -2576.17 28.4462 0
593.453 -2576.17 28.2503 0
582.677 -2576.17 27.989 0
566.472 -2576.21 27.314 0
555.075 -2576.25 26.787 0
544.216 -2576.71 26.1556 0
533.357 -2577.16 25.5039 0
522.582 -2577.87 24.8289 0
511.765 -2578.74 24.1959 0
500.947 -2579.77 23.5644 0
490.2 -2580.99 23.0418 0
479.445 -2582.4 22.6907 0
468.719 -2584.07 22.3864 0
458.022 -2585.94 22.3183 0
447.384 -2587.82 22.298 0
436.658 -2590.04 22.3186 0
426.049 -2592.39 22.3186 0
415.646 -2594.85 22.2984 0
405.154 -2597.69 22.2971 0
399.951 -2599.2 22.2971 0
394.457 -2601.0 22.2971 0
389.387 -2602.85 22.2971 0
379.198 -2606.65 22.297 0
369.086 -2610.42 22.297 0
353.917 -2616.14 22.297 0
343.826 -2619.9 22.2978 0
333.696 -2623.64 22.3256 0
262.845 -2650.16 22.3256 0
253.577 -2653.58 22.3256 0
243.242 -2657.68 22.3256 0
233.455 -2662.61 22.3256 0
224.147 -2668.22 22.3256 0
215.25 -2674.79 22.3256 0
207.037 -2682.12 22.3256 0
199.417 -2690.1 22.3256 0
192.527 -2698.68 22.3256 0
186.367 -2707.78 22.3256 0
183.617 -2712.54 22.3256 0
162.469 -2750.19 22.3256 0
136.187 -2797.34 22.3256 0
109.7 -2844.56 22.3256 0
93.9589 -2872.9 22.3256 0
83.4874 -2891.72 22.3256 0
78.5596 -2900.48 22.3256 0
75.9588 -2905.13 22.3256 0
73.0843 -2909.51 22.3256 0
70.0044 -2913.89 22.3256 0
66.7192 -2918.0 22.3256 0
63.2287 -2921.9 22.3256 0
59.396 -2925.73 22.3256 0
55.4264 -2929.22 22.3256 0
51.4606 -2932.5 22.3256 0
47.2502 -2935.55 22.3256 0
42.8463 -2938.41 22.3256 0
38.2003 -2941.17 22.3256 0
33.5543 -2943.59 22.3256 0
28.7148 -2945.71 22.3256 0
23.8269 -2947.65 22.3256 0
18.7454 -2949.2 22.3256 0
13.6155 -2950.6 22.3256 0
8.48557 -2951.67 22.3256 0
3.25887 -2952.44 22.3256 0
-2.01622 -2953.07 22.3256 0
-7.24297 -2953.36 22.3256 0
-12.5181 -2953.26 22.3256 0
-17.7448 -2953.02 22.3256 0
-23.0599 -2952.35 22.3256 0
-28.3983 -2951.6 22.3256 0
-33.463 -2950.44 22.3256 0
-43.7292 -2947.49 22.3256 0
-54.1323 -2944.34 22.5017 0
-64.3985 -2941.26 22.7051 0
-74.7331 -2937.98 22.9348 0
-84.2465 -2934.83 23.3162 0
-94.102 -2930.79 23.8501 0
-103.821 -2926.34 24.643 0
-113.402 -2921.42 25.7108 0
-122.642 -2916.08 26.9567 0
-131.729 -2910.82 27.9139 0
-141.078 -2905.29 28.5495 0
-145.707 -2902.53 28.816 0
-155.156 -2897.12 29.2915 0
